name,ops,image_url,youtube_url,Unnamed: 4,Human Needs_Observer,Human Needs_Decider,Human Needs_Preferences,Letter_Observer,Letter_Decider,Animal_Energy Animal,Animal_Info Animal,Animal_Dominant Animal,Sexual Modality_Sensory,Sexual Modality_Extraverted Decider
Mike O'Hearn,MF-Se/Fe-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/sN9rD-db23hqb4mVqQFwUg/uUvqYdTWIPJ6HpctGnkM-f6W6_Xt-NF0zOiQ-SnzwUogilNEvgIXemYTOL5c24nmS52-qWOxFWEXkrQFbIJTyA/4X6YLjrZJySRC4_UUqf2jN3fqNQQ7Z3_0axreF2b_ck,https://www.youtube.com//watch?v=HFA77ASjWyg,,Oe,De,OO,Se,Fe,Play,Blast,Energy,M,F
Brett Rogers,FF-Se/Fe-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/a1CcSwiTIToqFRbb48gzHg/-r6PQHNG2jgIRngG-hBWWsKpKuzyzTGRMY-UHEI-hJeOb9MUQvPieq0jAtRUhabtxJZ7r207RLQsHkkmP2GWSw/AOzrPrT-cCgx1DqXGatxtrzFpgLvQIG5yHZfDhbsbYs,https://www.youtube.com//watch?v=c9_20kflptY,,Oe,De,OO,Se,Fe,Play,Blast,Energy,F,F
Charlie Houpert,FF-Se/Fe-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/OJEakcMGnKedw0_ib41HVw/0K86DMDmJ-I1TFxq-RNVmP74BXn4yg72Xa1g1Vvk5bS-dAhdlOQN38xXOB_M5Y-JF3I21jw6EaHDEG5a_V3uVw/z4FNUgSG1kc84f5SCl8W0vtE-TR-Rta-VdXUe-RLH3U,https://www.youtube.com//watch?v=d-wq4DTi_n4,,Oe,De,OO,Se,Fe,Play,Blast,Energy,F,F
David Hasselhoff,FF-Se/Fe-PB/S(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ordFQoAt7_SlmjUXiqcXgA/QEL281s_34d7aflzU7rxiOfSR9rnnSEXqlawj53XvXe_-M_I_aHQn2wAFfub4bAHDg-TvaGe5Fbw969ZFW3IpQ/wEGW9XOf4mK3aliHu2G8A-YjzyT2GfKXhVN6n0X42aY,https://www.youtube.com//watch?v=JHR7f5naUlw,,Oe,De,OO,Se,Fe,Play,Blast,Energy,F,F
Leslie Jones,MM-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/HSI3gqD377b-1h3LTaTFRQ/9YOspUEKQKNJWntGM7C8YDtGoyaxJun7UkJ5NTGCMO14cuiwy8t5Fd2Y5PNUco9eWN-92CBw8-lrt1RmivOkTQ/OjoATq3AKC_guqY21dcDInwLo6fuk-oGjGbwAYYmlQE,https://www.youtube.com//watch?v=vNMjRHgdPG0,,Oe,De,OO,Se,Fe,Play,Blast,Info,M,M
Billy Gene,MM-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/nXO0CfSNuUfiChOEWvTiWQ/fQxxpAJ978LMomJ_pcukViWSaW-PQmIBoot2kiPKnUvMGNBVmcRRAAEmPILkg3f7gzzGukOgLIkYfF7ncs16Wg/UA6zSDkP_yhKA2reTo86zR2j9k-JYAQbEEoKxdQpwhc,https://www.youtube.com//watch?v=kuIhjCv0MfY,,Oe,De,OO,Se,Fe,Play,Blast,Info,M,M
CT Fletcher,MM-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/zDeks5R8iYL0uloym-h4Rw/3xourWD1r5_cV05XYZ8tqYgJugYixwS-7PReaGfswZaWAcI_0xoyGgT9QSlmEBkMqYYw-l5ekzg7zKp0A-sZcQ/7g8ugfAprbMM_1jas8ELhfzY25q497oM7C02G62jz2Q,https://www.youtube.com//watch?v=Esufbk78h74,,Oe,De,OO,Se,Fe,Play,Blast,Info,M,M
Lilly Singh,MM-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/_t3rkx6c2_oPu-ncl3s-8g/Ytc_GPJxTG1ppAmtCp-h5nULYrzDP8IyUpgMFOxeXw3z1ZvV5CAFhKW2Mqub6eKMhpZiPPeD8J-DSpKA9eHxnw/q3o1id7dBRzpWh-9TM0KGuuawlk83TcsuKaNwcvaFJE,https://www.youtube.com//watch?v=E8GmQaXKTvQ,,Oe,De,OO,Se,Fe,Play,Blast,Info,M,M
Liza Koshy,MM-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/58f_Euwi7P7QmyUFXuh4ew/JGQcTQgkT5bjRMrJBB5C_M1k788pzZqlwTYL3Gf1rKfAg5FZGUXO6moAEfdIBahgepxNBSfnHp5RdTvRwC2r4g/UipCo5f7lbRXCcQXVfoiStwzE7wHtWVkDbZDZGb7Bwg,https://www.youtube.com//watch?v=5KSYn_AswDE,,Oe,De,OO,Se,Fe,Play,Blast,Info,M,M
Patrick Bet-David,MM-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/nGw9bduTTx8MHA-I6gvTxA/d-IaBnRmfrKVc9dooQwG8W6S4HExpS4321zEAswOvQbanE-sJVpltzZ55uzi1xIQ7QMaXnxmbOFl-Gpe2Cr14Q/bxY6K6BAuhxJvoF1w7xhpfEPsA7hxJCOyNFth44JVyw,https://www.youtube.com//watch?v=zjfvElLAfMs,,Oe,De,OO,Se,Fe,Play,Blast,Info,M,M
Eric Thomas,MF-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/RR1qe6y0AbBJzprwdIeImA/aKCNwR64t2nARGJVp8Fea5bUSyk__FPVuYkxIxikIwgFVBAiNI_VrcgO834G0pQKTm_v8Wn27yHMeqeVpMrALA/OFJs24z3M8z6CdC9jGbRBsqbxE_p73jCtDu2sOzEe84,https://www.youtube.com//watch?v=PJKj1Z8FDeo,,Oe,De,OO,Se,Fe,Play,Blast,Info,M,F
Les Brown,MF-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/uD2LBKStJ6253zRzpgF-pw/1JTx4gLqNUAfDpSKvA8rSwageMMICOoaS4C8HCFeevSKrEM7QBp9fr8Il6uyCtd0eAdzZRn6ZBjs6PjZrjPFZw/_Vu-SJIwKjwDCvb2DwdTDG0ejPeFSE0WNss1rHc24Y8,https://www.youtube.com//watch?v=kQz33N162VE,,Oe,De,OO,Se,Fe,Play,Blast,Info,M,F
Greg White,FM-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/Uic2dHe-PaJIqnv93vNg2g/enUxYLlGxoZVLqBcUyfmlkke-YZ6XUiZXThI69prIs4jDLg4yunzJsKxeMFtIbm4mDEKWO4uEECnErRtthVw_w/wi1JiQw28KXfLLckUDostNFVDAM2Z35CYS1PhMS8Vh0,https://www.youtube.com//watch?v=fxUm4joARbQ,,Oe,De,OO,Se,Fe,Play,Blast,Info,F,M
Rich Piana,FM-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/Z2RGx6KBTq1NGODE8j4laQ/iQ7ajBBA_uJYKl23sn9t_ftmTixGANxmi8wRxl1Wb2vO2DNkRgs1sYFCgUq3qT4EZAbaEL4jgRcatsgEf1htjw/CTynddwIR_TOxnZIMOy6uvvrPUCMCYmwqLwvbRLTlJE,https://www.youtube.com//watch?v=6nhhL_cebf0,,Oe,De,OO,Se,Fe,Play,Blast,Info,F,M
Vanilla Ice,FM-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/Avzxm-GBPURCq1ADlq4-OA/GV45zUeYe8G5D-yeShLfXbyLlO_qcJDPqRiXCbyEp7futVdfMG-MoDw8Kut-rbkmpYMLYILML2rQ0gbPe84X7Q/LiMzUtVpkwIYEtJkw-PosZLwCoMADz9iYhY20CDO1P4,https://www.youtube.com//watch?v=GOo0-7n3_tA,,Oe,De,OO,Se,Fe,Play,Blast,Info,F,M
Julia Louis-Dreyfus,FF-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/W5xsXHq1SJDPWanBueJicg/PxNLpI9guHntjw8PKU2KuWUklCRNn78Ic0iVjU5KLSOuJd8ySIRJkn-cgCPOBXDA1c8G4MUDDpCwPlR9x8uEmA/4B5OsMc3f5kinsQDnJihkOrrGpzFFa9PYVCvNGpgw5Y,https://www.youtube.com//watch?v=e_4Ck21pQAs,,Oe,De,OO,Se,Fe,Play,Blast,Info,F,F
Bernadette Peters,FF-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/91cDi5-Wermd1Aj_fnigSg/foZ0zlV4nBqFVDwgqiZ6f0BxYX_HB8XdpawBqsXmAfD08HJI-yDBENKewWLRa_Kx8vcUnQ1rjghgMTFRFquDQQ/gZyjwDqGbNd9ZMJ0DRRH1cDIcaafc9MLSvdR86oKjBE,https://www.youtube.com//watch?v=kCZqg6M2a1E,,Oe,De,OO,Se,Fe,Play,Blast,Info,F,F
Marisa Tomei,FF-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/wfdZ3ZZMUsAMyVqfmMl20w/OpCD01GuW9TTuWT98vOzYOsIAavZZLAo1HpqSiTDvwMWZCYndZxMUCnnXy-QkWTir4jt1FkVQBk8agrFYApyiw/nvpI5A0yWKOeC2zYZDuh3C6D0nA2BAuJBTJuMly0Mpc,https://www.youtube.com//watch?v=T0mGOesFWZE,,Oe,De,OO,Se,Fe,Play,Blast,Info,F,F
Ryan Allen,FF-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/rzBTmKgd7xJV2DwNESj-cw/cMIiVMCWfaCdJukm_yxlLbGkKYAhip5bDCv5mmg9zyLEwxCHc8vRNy2jNKgWy9EI-1Mel7tSuHaEQKeyKR23TQ/HcFDEKkd7PStE1eiq6aJ3oaXzs2d6MDl8TxXHKMPbUU,https://www.youtube.com//watch?v=d-3gT6nt_kY,,Oe,De,OO,Se,Fe,Play,Blast,Info,F,F
Teri Murphy,FF-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/xR98p1dqkzVJ4Iflv1cyHQ/IgXHFvHYzcUMXjY_wruE1ypMZKxX-W513uuxdAC047Ahv_18cuAqOzSbeWULmjkQINDcKRfhiMIk-XPjKHhquQ/fvR1XLy4DX46jlTdlD7Njcv4TmtGXRvwBUwBs1BEHxw,https://www.youtube.com//watch?v=ySQ4U9GxfqQ,,Oe,De,OO,Se,Fe,Play,Blast,Info,F,F
Theo Mason,FF-Se/Fe-PB/C(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/nvxZa0RAiU1l97WnpTNLmA/UwRczYdLvhLsDZw9duQLTVsfhv6GocEHQbTjDy1Ex7NjwQWyp4Khp_tLZKOz4JSeThxHQH_eGQI-cJPSnGFTgA/BRGLpAXrbQb-XiEsCAglt8i8172xVfXFR-o-3FvU20c,https://www.youtube.com//watch?v=WuCSOkCIRvw,,Oe,De,OO,Se,Fe,Play,Blast,Info,F,F
Krishnan Guru-Murthy,MM-Se/??-??/?(?),https://v5.airtableusercontent.com/v1/21/21/1696708800000/mD0oQHml1eUBU4sBfWxSNQ/QuBpGzmAEC30wON2PiSSiKfqFklLw_pgDeqFTPSYm-7uBOqLm1osp78W05vmH0ltOvEZJKB3UPgjgchhdblNzQ/WH18qWMJ45yhhe4Y-cPVt4yu-yvaOqK2FcHiSekfgkw,https://www.youtube.com//watch?v=8lfdebx5nSc,,,,,Se,,,,,M,M
Marshall 'Eminem' Mathers,MM-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/JHeQRqm9VwwEPlpPTRKPsg/co3NgzhkJN4rZkdpair9R7Yq0ngH8zMWEX8JhcwIYHi_PP4YC54dyv5TNXlwdBD_sNj_xu7a41QQQWU1_6FdSg/Dwcc5DJ4Zl6ZeDGbTNGi3qiPu4H8rJJt1phfa_Gdsgc,https://www.youtube.com//watch?v=kEfIiGiPJ6I,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,M
Kendrick Lamar,MF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/JTQmlMh20MfdGLT8WZXSHg/B946cXA2iZUimBSFe63u2YYkCIAg8OidJ1NAZ80H_PwnHCSn8G1kGwUZPXAubYvVEk3ZeAbhitzSChpHXizavw/0Hgg62abPU8SQzHxpXa8w-fBqoEM9f5hz7tHxio9pR4,https://www.youtube.com//watch?v=nVtH55HizPM,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,F
Ahmed I,MF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/rh1v8t-bCfGjcbomVGLRZw/GEbRVWBTXc53jAF2X7_3WRTqAdFMnFi6CeaW-LelnVjFgQzRBFXrBkf4TTnSy66s95ant-CvhsN42SPd4JmgYw/2Fc2ftcd_ujLp8aksUutyn8q8aALLfjxoHXyZeV-K1w,https://www.youtube.com//watch?v=Xf0IRYQaWb8,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,F
Snoop Dogg,MF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/qWtKfuawCkNSYg1_74kKGg/ex_A_Ruqw-rGoOSPhyey6PpmC9XRGRv-1UfK-QzoF23RchU-XKceSsHgLOBNdMdzVYh1FvJF4IVYLkFcT6kbdg/vFGfSyNH-t18JgnLkOl7pDCw5573Q8x8fuArVzgGP3I,https://www.youtube.com//watch?v=sTytpEpqFxU,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,F
Otim Obita,MF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/1XgWUP-vypAhAqVMSsBmXg/H80A5_bDwOvZMyp7ySTzr9gVTUP09UyJ2fwMyGUNL-u6Z0NxOpjHOVBKv4xdRZdtX4zBLzAliuDhkDSfYay6Ag/5CbthEDCHiMKqX21Jo1x4PcszWesbQ1Y4wywIcdu4I4,https://www.youtube.com//watch?v=w2UHJA85Xaw,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,F
Chris Sims,MF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/lG21w7v75MeKx7lbBLT3PA/O-Wt8XC4FH_o4-MgmHyrAXTmkBiT4Ge4t3r8qgKscQsxOOATztSDVJZK_TaIqWMwqYzAMpS7d0qFsJv0Hyx27A/-7O1F-2ulsjqG6k8il4fLLSum7v1qtk5igZCCtNO620,https://www.youtube.com//watch?v=L9zL5f6HqsA,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,F
Garrett House,MF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/TwetoFUjQ0CcWqkxUB2r_w/BwkigayUbJfyu0oSJ6kKgF9R__J7FlXciG3UDze7My2lghaF3Gs9N3juHNJ_hobN-5ZYGxkwFvjVcFlPXJVSuQ/vFBTVv81gFOroG5oVfOz3nq_Wv7K9XwPWx9A-9oNxdo,https://www.youtube.com//watch?v=mhKf1GhwU-0,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,F
James Lawrence,MF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/LzB_RnPJifCDBdjLRgpxgw/EuWs1KvtoZrrjjsL00BnfRsqzwZtSywWznGOFOgQcHTnLkYg9PcrbnjnmPj_-Uz3j7HBxWKC80ShOEPyb9YVWA/ccF2mcGK_7P6erB-5IrmQzpgWXD9lwYXuIFSOQCK_94,https://www.youtube.com//watch?v=Qs1EqGVNikA,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,F
Neil Patrick Harris,MF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/nTEBt2dxyVXa6SunGLPTpQ/Orr-2-Ha4lEJamNGr6shbaLL2iaJHCqdSm6SaQ3v64NBsOe9Qijbe2IfoTDYbC16vQY0mdErNHNuspYXoDpPmA/wFPENVo8aKC9WkSjtP16Zm1Oq9rSff9EK3AHSy1r020,https://www.youtube.com//watch?v=hBzJRLvBpNI,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,F
Nipsey Hussle,MF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/w38DU7jGeRDcGxz5rWc-CA/mrB1cKpKpaDLGKxv98jswRDczz6nEhn1Snn0yVNJuGSveO1yb9OlZMXDf0XYPmfp-Le-wmeVKm0NlFDojF7fog/LZLGueZw8pu5OB6ah7fDIYRdd6FMv_TQyBmdYCvG_jM,https://www.youtube.com//watch?v=Al6Am4orGOA,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,M,F
David Ayer,FM-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/_T5ybHQ2aBMBNPOQS_ratg/68AkrAqSkvaOd-GC71WH_YNxB_FIZ6knps8SZYK3b-NOT52AnUb9CZfBEWlYlKkTmyRZ1lvXZFjU3tbufkQpyw/aZCNM9D96QA24McHyhCEfszN8bs37n3jwjHjtwIKitM,https://www.youtube.com//watch?v=-OPC_GbpVuI,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,F,M
Zachary Cross,FM-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/LN_woGyDpi3y7MDBdXecog/hq_0lthvYo32vUZ_DyVHHvNha2n55XQTUEfK9vWzwNXcPUWc4pjPvWjlizKvRytlmOGC4OXXeX8ayOmTCZlxgw/ZO0b2tT-3m00EXnOQLZz23hnph7BZlYt3njSj0By32A,https://www.youtube.com//watch?v=00KimXoKEa0,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,F,M
Alexander Schanne,FF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/GKgrOfdKIhOVHFB1IsQHcQ/skrNfHAlwq9Kb3goLPIjQi82tqVXkDlcsvDL1wQiPLwKhv-iJE3-jTq41y7hxmOnZ7FAiIK30p56_W1RCHAZnA/nk4RB1JV91MAIYsjUpQVQyFm72u_UB1sWFnGGJokmeE,https://www.youtube.com//watch?v=6sqOiNEJg5Y,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,F,F
Joyce Meng,FF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/gcFYEyuZlYkPaWXcPTaU3w/wuju4HZRGJgnCmZ-X8Jz2-Uq7ASY7j4egUtLJ35N4IxngoPo4w5nF1o-LzceQsY7Drgq1jM8aFlt-KugPrZR7Q/qnJYmp4LOUKlAF3-hlPboZzR58wFbyxmXXPV_aTGd7Q,https://www.youtube.com//watch?v=7s1MK3n4cE0,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,F,F
Olivia,FF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ys1ffCqMClYPyBkF6bsrFg/c7VY_O28h-MoWVagtyP5GVB3ZiRfc2Cp89ES_m2ooLUTcjaqfeHQ302bNErQppUD-gczNmSOb4JG6Zg5kBpsdw/kfH62bUABUXqjvDOfGMgLEVEBTky_Xic2AUzNf6LeXA,https://www.youtube.com//watch?v=DY05-Uhcek0,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,F,F
Solohouette,FF-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/tN5K3Fgnl_uygkAVCWtFEA/0j6YKzMN0iJedYGAKYStPRYmXw2RzuEiz1McLX1JO7fEbafb3kB1UHYszVaCxIjefE7O6N9qHrNtUb-jItF_jQ/mPhSs2s5teyiJkOU2gRS2yA7YOBJriwGGzrkgBLMyUc,https://www.youtube.com//watch?v=4uA3yD_8MwU,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,F,F
Ingvild Kalsveen,??-Ni/Ti-SC/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/IGQ2-ObHMAN8uzllq7JdyA/cl8lgjlXegztI010zjwx3rv_y1ehKd1vDAvsOQhdm8DcmuDbkTpBTeUS23Nir_49Yt4yvWfxLNbl3JxALOGkWA/ekOpRa2928_iRUfJFcjUzkYc07zyA2zOVpalJ7pxZ5A,,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Energy,,
Trent Reznor,MF-Ni/Ti-SC/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/nqZ9p71mOJcoVFVwpk8GZw/ILVh58NUKtFmG1sbGXNMhGPxCV7bNBBlefe_LBGcGjUTr5RF_E3qe1iiNFUH3NsySbFDYiuJQzxgglHGP_AjZA/vwAEnGNh7PyC182hRlHn4_whRewbi_9u3KwjOKg_tVg,https://www.youtube.com//watch?v=s0Em46FzwTM,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Info,M,F
Jerry Seinfeld,MF-Ni/Ti-SC/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/NkEjkXOZ3VDacCga3B45YA/oFQTzAITrCqE8acS0Z-05SOCS9DwgPMXv-0xneWM0GfdXlpOAx1z5ObDO1V0xROJGF509lY6-9WIfuU6i20voA/r5XGeY3flnu3maA8rLIdU5o0ExxlwsBwjXtbO7JdFDA,https://www.youtube.com//watch?v=tATh0Rwbgec,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Info,M,F
Alan Rickman,MF-Ni/Ti-SC/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/fGeAI-klPGRTfgMHyE_64g/nDwbgJ8js2q__GcY99SOk4WTCt0rRGovNBuFih-Zs8Y-jbTt61O39_5YSQA89LuOPlue776kNJDEgjbhRhKPyg/bX2LFa1dsx-m6H-QzjN2WmD32GLlQ4Jk4FTksZhUZ-k,https://www.youtube.com//watch?v=CdVEg0YBUt4,,Oi,Di,OO,Ni,Ti,Sleep,Consume,Info,M,F
Andrew Tate,MM-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/KfLseflEuz3zkgD0x-PAxg/NJN3hh1WYIJES2mhuOJxeiQ7bVnHXoC_48oD9jPyAQR1pQ-Q-_OM0hjCDqHnjBSXG1Q2JpYmzdISs5xNVFAbUQ/ClqjOgXB3KGNgH_OINlEBaXL7sS888YTOG6nDy3Gi4M,https://www.youtube.com//watch?v=ZEbm3DkRpsc,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,M
Casey Neistat,MF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/J-NbE-mHyE-HNj1XGUO2Zg/9JxWOdapeO0yOZMGYDkGobJJFN6hNQetf8oNOn2TvduLf6zZwzqsUlNRJWFFIMAQwf06lpmjjf5pi1C1_g1UeA/91E8InD-qALlLigQPUl8Pgc6BBjpSXrRXkv6n3ywXhU,https://www.youtube.com//watch?v=SDHqgBEfpT8,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
Darryl,MF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/9defbom8LqSEtdZEHWZ2mw/AtmZayfbfEg6DjIvXsTXwiPjm_JlKy20TH0RH_4Ydhjkr14M_tVJYmNqVvoOXyUy37i6oKk42NiwFq0FxiGcpA/d-ZuQ6ckcO9VZa4zWg8fHcO37DDsxwDJVDtJHLjsnRs,https://www.youtube.com//watch?v=RXoNQoPoF9U,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
Enzo Ferrari,MF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/mmRhkF17Y9dE10cd7emPPQ/NhQBPvW1OVaQUyS5MNIAKYmVhtBn-DH5s2vyyUyDEgtrppsxljgSLNIWNmHLgu_jTrdKrl1b_4AZ-h4cPQmEnA/p6KYgtU0QJPEzMWcIV0_q7l9Us5mR76wfU69gwbFdRc,https://www.youtube.com//watch?v=cYl0bu2b0To,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
Geoffrey Hinton,MF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/CIN6u3Nu10NX54Hxj8n_5g/b2TskxFg8_IrkcOemj4IoxlzUKW2D3JgSDmr648u2I-yEiqgQmQqbBWvK0rpb6xDFd9XJRpULRKGKANkG_pRag/_oahx6Ad5dXzNJ--Rn_7AHorxD5jmZ1KxVeiuJzreuU,https://www.youtube.com//watch?v=EjvQczyefm4,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
Jaleel White,MF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/1IcQXMrwUQ5IYVQ-JxVmxQ/gb5jdzkFbdcJB7gpRoEd8sFIfK2Gd8n__sW19YNqC8hnTz3sF5O_NfuLwhEoZCvtSAX3iMLPNVPQsVpfgniB0w/bRH9YtaKoZOkUGLKWV-aMTxbvpqTO5CGn_7oaOAinko,https://www.youtube.com//watch?v=zrUlRri2eBw,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
Novak Djokovic,MF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/6r9tLPsBBqr5DEyjhYUb4g/mebg0QeGE5YPDQhwTLoFowXg5Y2z1kSc1jgiqvP9wyEje5KmhThLceMpYApl96ANAh4TcmMN56l4zs4fMQXVYw/RcksYhFbpLd2BF85IzZiV9R2Sk6WWJJYJ-CONDP251Q,https://www.youtube.com//watch?v=iNCe-fIvH08,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
Pranav,MF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/4JommARpLcT2z7yXpqEbKw/cgZu8eB9jqE5ZJdQjthpDWB1GkrIBlGGrZiPtZAQrrG_aHWakJJRR_MksqVKr7lromw2OCBZw0zGGKtERCQJXA/hbEnAXuUsUXRIx4m5HP4oO00233A2V4ok5COXIwUqCU,https://www.youtube.com//watch?v=IQCjDtkUfSI,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
Sadhguru,MF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/k8PJw43K1HAq90s4vXIOIw/M_snYGN-o4awytluRDT7JJCgShQ22KlolBwF1_6-eAnGw1643ylhn1ON1zsIlzMiN3u_CQLW2cEzDyDzXwXG-A/jH5P_xMG_uITIFVv8ZOk2WyOTjnuMBuhu70XjCGxMVs,https://www.youtube.com//watch?v=gvr6GqGHmlg,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
The Backpack Kid,MF-Ni/Ti-SB/P(C),,https://www.youtube.com//watch?v=jCHr6i8u5Tk,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
Viktor Frankl,MF-Ni/Ti-SB/P(C),https://v5.airtableusercontent.com/v1/21/21/1696708800000/utK3Fob-mSxEUktqmFeVHQ/Mj2aNjr9hVLxsGsz17jyw_BRUZwOM-iDwOUAXOXumDD3I4XKtnpCA_y9Vh-TH4DGh20LXeJ4NpviNFDd5L6NEw/h3X0iUTIDeu7xzYmTv7e7IlFIQpJd6WlqBoaZbT9EAk,https://www.youtube.com//watch?v=AD7ZhDdsBVE,,Oi,Di,OO,Ni,Ti,Sleep,Blast,Energy,M,F
